quarter,date,op_margin,ps_zscore_mean,ticker,regime,om_lead1,om_lead2,om_lead4
2025Q1,2025-03-31,-1.6299212598425195,1.2705666666666666,DDOG,negative,-4.292623941958888,-0.6556433408577879,
2025Q2,2025-06-30,-4.292623941958888,1.1830333333333334,DDOG,negative,-0.6556433408577879,0.7283300198807157,
2025Q3,2025-09-30,-0.6556433408577879,0.9993333333333333,DDOG,negative,0.7283300198807157,,
2026Q1,2026-03-31,0.7283300198807157,2.377333333333333,DDOG,negative,,,
2021Q4,2021-10-31,-48.56865671641791,-0.6401,GTLB,negative,-49.279310344827586,-64.65544554455445,-45.85275590551181
2022Q2,2022-04-30,-49.279310344827586,-0.6664333333333333,GTLB,negative,-64.65544554455445,-50.40884955752213,-38.61214285714286
2022Q3,2022-07-31,-64.65544554455445,-0.7028333333333333,GTLB,negative,-50.40884955752213,-45.85275590551181,-26.844666666666665
2022Q4,2022-10-31,-50.40884955752213,0.09466666666666668,GTLB,negative,-45.85275590551181,-38.61214285714286,-31.7396449704142
2023Q2,2023-04-30,-45.85275590551181,0.39680000000000004,GTLB,negative,-38.61214285714286,-26.844666666666665,-22.407103825136613
2023Q3,2023-07-31,-38.61214285714286,-1.1113,GTLB,negative,-26.844666666666665,-31.7396449704142,-14.659183673469386
2023Q4,2023-10-31,-26.844666666666665,0.00773333333333337,GTLB,negative,-31.7396449704142,-22.407103825136613,-16.09767441860465
2024Q2,2024-04-30,-31.7396449704142,-0.09796666666666665,GTLB,negative,-22.407103825136613,-14.659183673469386,-7.775847457627119
2024Q3,2024-07-31,-22.407103825136613,-0.7017000000000001,GTLB,negative,-14.659183673469386,-16.09767441860465,-5.063934426229508
2024Q4,2024-10-31,-14.659183673469386,2.7752,GTLB,negative,-16.09767441860465,-7.775847457627119,
2025Q2,2025-04-30,-16.09767441860465,0.30229999999999996,GTLB,negative,-7.775847457627119,-5.063934426229508,
2025Q3,2025-07-31,-7.775847457627119,0.6081333333333333,GTLB,negative,-5.063934426229508,,
2025Q4,2025-10-31,-5.063934426229508,0.5458333333333334,GTLB,negative,,,
2019Q1,2019-03-31,33.82617513329626,-0.45629975230431286,MSFT,positive,36.79152949550672,38.378460142187265,37.04919905199737
2019Q2,2019-06-30,36.79152949550672,0.24744891525935445,MSFT,positive,38.378460142187265,37.638866309001244,35.250966266137304
2019Q3,2019-09-30,38.378460142187265,0.10669918174662103,MSFT,positive,37.638866309001244,37.04919905199737,42.73025784572321
2019Q4,2019-12-31,37.638866309001244,0.8104478493102883,MSFT,positive,37.04919905199737,35.250966266137304,41.547497446373846
2020Q1,2020-03-31,37.04919905199737,-1.3888618026315172,MSFT,positive,35.250966266137304,42.73025784572321,40.87661247782094
2020Q2,2020-06-30,35.250966266137304,-0.31284417667339975,MSFT,positive,42.73025784572321,41.547497446373846,44.658737339188384
2020Q3,2020-09-30,42.73025784572321,0.5365818153520326,MSFT,positive,41.547497446373846,40.87661247782094,43.00765542839468
2020Q4,2020-12-31,41.547497446373846,-0.22359088520728587,MSFT,positive,40.87661247782094,44.658737339188384,41.25607779578606
2021Q1,2021-03-31,40.87661247782094,0.8843344257243748,MSFT,positive,44.658737339188384,43.00765542839468,42.93124775547664
2021Q3,2021-09-30,44.658737339188384,1.1706306665382573,MSFT,positive,43.00765542839468,41.25607779578606,38.67328947617874
2021Q4,2021-12-31,43.00765542839468,-0.27297124324685,MSFT,positive,41.25607779578606,42.93124775547664,42.28768185859962
2022Q1,2022-03-31,41.25607779578606,-1.5710830895669632,MSFT,positive,42.93124775547664,38.67328947617874,47.58745156324646
2022Q3,2022-09-30,42.93124775547664,-0.48499381468905867,MSFT,positive,38.67328947617874,42.28768185859962,43.5859400193486
2022Q4,2022-12-31,38.67328947617874,-1.4270379663580623,MSFT,positive,42.28768185859962,47.58745156324646,44.58760386692101
2023Q1,2023-03-31,42.28768185859962,1.0861517924731863,MSFT,positive,47.58745156324646,43.5859400193486,46.58382252039338
2023Q3,2023-09-30,47.58745156324646,0.5409478803222421,MSFT,positive,43.5859400193486,44.58760386692101,45.45754825367647
2023Q4,2023-12-31,43.5859400193486,0.6712801819114445,MSFT,positive,44.58760386692101,46.58382252039338,45.6712242742557
2024Q1,2024-03-31,44.58760386692101,0.7616079627591832,MSFT,positive,46.58382252039338,45.45754825367647,48.872838695557014
2024Q3,2024-09-30,46.58382252039338,-0.05807439390701003,MSFT,positive,45.45754825367647,45.6712242742557,47.094360980891565
2024Q4,2024-12-31,45.45754825367647,-1.066824190604185,MSFT,positive,45.6712242742557,48.872838695557014,46.32627946818522
2025Q1,2025-03-31,45.6712242742557,-0.4731783492620037,MSFT,positive,48.872838695557014,47.094360980891565,
2025Q3,2025-09-30,48.872838695557014,0.30548814864946366,MSFT,positive,47.094360980891565,46.32627946818522,
2025Q4,2025-12-31,47.094360980891565,-0.17861932436223196,MSFT,positive,46.32627946818522,,
2026Q1,2026-03-31,46.32627946818522,0.10669918174662106,MSFT,positive,,,
2021Q2,2021-04-30,-89.77947598253276,-0.5342666666666667,SNOW,positive,-73.58125,-47.08712574850299,-41.79718309859155
2021Q3,2021-07-31,-73.58125,-0.37316666666666665,SNOW,positive,-47.08712574850299,-44.73127962085308,-36.98725314183124
2021Q4,2021-10-31,-47.08712574850299,-0.5630666666666667,SNOW,positive,-44.73127962085308,-41.79718309859155,-43.788141025641025
2022Q2,2022-04-30,-44.73127962085308,-0.6323666666666666,SNOW,positive,-41.79718309859155,-36.98725314183124,-42.34525222551929
2022Q3,2022-07-31,-41.79718309859155,-0.5573,SNOW,positive,-36.98725314183124,-43.788141025641025,-35.507220708446866
2022Q4,2022-10-31,-36.98725314183124,-0.18686666666666665,SNOW,positive,-43.788141025641025,-42.34525222551929,-42.047285886610375
2023Q2,2023-04-30,-43.788141025641025,-0.6340666666666667,SNOW,positive,-42.34525222551929,-35.507220708446866,-40.88642117376294
2023Q3,2023-07-31,-42.34525222551929,-0.8041999999999999,SNOW,positive,-35.507220708446866,-42.047285886610375,-38.795859872611466
2023Q4,2023-10-31,-35.507220708446866,-0.7962666666666666,SNOW,positive,-42.047285886610375,-40.88642117376294,-42.92293666026871
2024Q2,2024-04-30,-42.047285886610375,0.8315666666666667,SNOW,positive,-40.88642117376294,-38.795859872611466,-29.718427947598254
2024Q3,2024-07-31,-40.88642117376294,2.6570666666666667,SNOW,positive,-38.795859872611466,-42.92293666026871,-27.161830173124486
2024Q4,2024-10-31,-38.795859872611466,1.6647666666666667,SNOW,positive,-42.92293666026871,-29.718427947598254,
2025Q2,2025-04-30,-42.92293666026871,0.6472666666666667,SNOW,positive,-29.718427947598254,-27.161830173124486,
2025Q3,2025-07-31,-29.718427947598254,0.6328666666666666,SNOW,positive,-27.161830173124486,,
2025Q4,2025-10-31,-27.161830173124486,1.4561666666666666,SNOW,positive,,,
